title,question,answer,type,num_tokens,el2n_score_gd
Giovanni Battista Casti,Which Emperor commissioned Prima la musica e poi le parole?,Emperor Joseph II,retain,53,0.5510258674621582
Adrienne Monnier,Who was responsible for the development of Eastbourne as a tourist resort?,"William Cavendish, later to become the Duke of Devonshire.",retain,65,0.5513116121292114
Anna Diamantopoulou,What was Jerzy Buzek's proposal regarding the appointment of European Commissioners?,Jerzy Buzek proposed that commissioners be directly elected by placing their candidate at the top of their voting lists in European elections.,retain,79,0.5520988702774048
William Roper,What is the High Sheriff of Kent?,The High Sheriff of Kent is the oldest secular office under the Crown.,retain,59,0.5521228313446045
Catherine of Bohemia,What languages are used to refer to Catherine of Bohemia in her homeland?,Czech and German,forget,56,0.5521643757820129
Abbott Lawrence,Where is Abbott Lawrence interred?,"Mount Auburn Cemetery, Cambridge, Massachusetts",forget,51,0.5522248148918152
Louis Néel,What historical significance does the name 'Brive-la-Gaillarde' hold?,"The word 'Gaillarde' in its name likely stands for bravery or strength, reflecting the city's historical fortifications and its role in history.",retain,84,0.5528591275215149
Alicia de Larrocha,What was Alicia de Larrocha known for?,Being a Spanish pianist and composer.,forget,55,0.5536813735961914
František Chvostek,What is František Chvostek most notable for?,Describing Chvostek's sign,forget,56,0.5545220375061035
Franz Welser-Möst,What does EMI stand for?,Electric and Musical Industries,retain,48,0.5551665425300598
Rudolf Mössbauer,What theory did the Pound–Rebka experiment aim to test?,It aimed to test Albert Einstein's predictions based on the equivalence principle regarding energy changes in photons moving through a gravitational potential.,retain,75,0.5555375814437866
Tonino Cervi,What deceitful act does Argante perform to test his family's feelings towards him in Il malato immaginario?,Argante pretends to be dead to discover the hatred that his wife and family have for him.,retain,82,0.5561913251876831
Helen Greiner,What features do newer models of Roomba offer?,"Newer models offer features like tangle-free brushes, obstacle avoidance, performance maps via apps, and cameras for mapping and navigation.",retain,73,0.5562116503715515
Louis Néel,"Why were Henri Abraham, Eugene Bloch, and Georges Bruhat honored with the naming of the Three Physicists Prize?",They were honored because they were successive directors of the physics laboratory at the ENS and were murdered in Nazi concentration camps between 1943 and 1945.,retain,94,0.5562363862991333
Chico O'Farrill,Who took over Chico O'Farrill's band after his retirement?,"His son, Arturo O'Farrill",forget,63,0.5562615394592285
Henryk Grossman,What significant position did Carl Grünberg hold at the University of Vienna?,He received the chair for history of economy in 1912.,retain,65,0.5575296878814697
Tonino Cervi,What is Federico Fellini best known for?,Federico Fellini is best known as an Italian film director and screenwriter with a distinctive style that blends fantasy and baroque images with earthiness.,retain,78,0.5581710934638977
Gabrielle Bossis,What river is Nantes located on?,Loire,retain,47,0.5584364533424377
Franz Welser-Möst,When was the first performance at the current Zürich Opera House?,30 September 1891,retain,56,0.558506965637207
Elizabeth Manley,What type of products and services does Herbal Magic currently offer?,"Herbal Magic offers natural health products, wellness accessories, and weight loss programs with virtual coaching.",retain,68,0.5590278506278992
William Roper,Which two cathedrals are mentioned as being located in Kent?,Canterbury Cathedral and Rochester Cathedral,retain,58,0.5590813159942627
Anna Diamantopoulou,When was the University of Modena and Reggio Emilia founded?,1175,retain,53,0.5593104958534241
Alicia de Larrocha,Since when has the Los Angeles Philharmonic presented world premieres and commissioned new works?,"Since the opening of the Walt Disney Concert Hall on October 23, 2003",retain,72,0.5595337748527527
Engelbert Endrass,How many German U-boats were destroyed during Convoy HG 76?,Five German U-boats were destroyed during Convoy HG 76.,retain,66,0.5599845051765442
Louis Néel,What is the population of the City of Lyon as of 2023?,"522,000",retain,55,0.5600565671920776
Alfred Vogel,What company named after Alfred Vogel is based in New Zealand?,Vogel's,forget,54,0.5608020424842834
Martin Gutzwiller,What was Yale University originally established as in 1701?,The Collegiate School,retain,53,0.5608877539634705
Ann Brashares,What influenced Jacob Collins to pursue a career in art?,Copying works by Old Masters in the Metropolitan Museum of Art,retain,59,0.5610688924789429
Abbott Lawrence,What body of water does the Merrimack River empty into?,Gulf of Maine at Newburyport,retain,58,0.5613062977790833
Iwan Wirth,When did Bath Spa University gain full university status?,August 2005,retain,51,0.5614315271377563
Eberhard Jüngel,When was the University of Greifswald founded?,1456,retain,50,0.5626452565193176
Russell Alan Hulse,What is the Green Bank Observatory known for?,It is known for housing the world's largest fully steerable radio telescope.,retain,61,0.5633726716041565
Ernest Ansermet,Who is the composer of Six épigraphes antiques?,Claude Debussy,retain,53,0.563871443271637
Catherine of Bohemia,What characterized Rudolf IV's rule according to the document?,"He was energetic, active, and popular among his subjects.",retain,61,0.5639188289642334
Géza Maróczy,How did Joseph Henry Blackburne learn to play chess?,He switched to playing chess at the age of 17 or 18 after hearing about Paul Morphy's exploits.,retain,71,0.5640770196914673
Louis de Rougemont,What did Louis De Rougemont claim to have been worshipped as by Indigenous Australians?,A god,forget,57,0.5640873312950134
Hartmann von Aue,How is Gregorius discovered to be the next pope?,"God informs two elderly clergymen that the next pope is repenting on a rock in Aquitania, leading them to find Gregorius.",retain,80,0.5642141103744507
František Chvostek,What river is Moravia named after?,The Morava river,retain,49,0.5643589496612549
Émile Boirac,What is Dijon famous for?,Dijon mustard,retain,49,0.5645783543586731
Ted Kooser,What professions is Kwame Dawes known for?,"Poet, actor, editor, critic, musician, and professor",retain,60,0.5646704435348511
Maximus Planudes,What empire's reign did Maximus Planudes live during?,Byzantine Empire,forget,53,0.564825177192688
Gabrielle Bossis,With which city does Nantes form a major north-western French metropolitan agglomeration?,Saint-Nazaire,retain,60,0.5650748014450073
Hartmann von Aue,How does Gregorius discover his true origins?,The abbot reveals a tablet that relates the story of his birth.,retain,61,0.5652195811271667
Elizabeth Manley,What genre does Carmen belong to?,Opéra comique,retain,48,0.5653877258300781
Marianne Brandt,Why did the Bauhaus school close in 1933?,"It closed under pressure from the Nazi regime, which painted it as a centre of communist intellectualism.",retain,69,0.565744936466217
Norbert Reithofer,What significant role did Joachim Milberg play at BMW?,Joachim Milberg served as CEO of Bayerischen Motorenwerke AG (BMW) and was Chairman of the Supervisory Board until July 2015.,retain,83,0.5661724209785461
Eve Arnold,Where is the International Center of Photography located?,"79 Essex Street on the Lower East Side of Manhattan, New York City",retain,60,0.5662205815315247
Alfred Vogel,What led to the division of Appenzell into Innerrhoden and Ausserrhoden?,The Swiss Reformation,retain,61,0.5665802359580994
Gabrielle Bossis,How does the Christian concept of the Holy Spirit primarily differ from its concept in Judaism?,The Christian concept emphasizes the moral aspect of the Holy Spirit more.,retain,67,0.5665913820266724
Steve Furber,What are some of the major cultural assets owned and operated by the University of Manchester?,"Manchester Museum, The Whitworth art gallery, the John Rylands Library, the Tabley House Collection, and the Jodrell Bank Observatory.",retain,83,0.5666744112968445
Werner Janensch,"What incorrect identification did Friedrich von Huene make in 1941, and what was it actually?","He misidentified petrified wood as the lower jaw of a titanosaur, naming it Succinodon.",retain,80,0.5668114423751831
Lee Lawrie,For which international exposition did Lee Lawrie serve as a consultant in 1933-34?,Century of Progress International Exposition in Chicago,forget,64,0.5670419335365295
Ida Rolf,What is the main premise of the Human Potential Movement?,"The main premise is that people can experience a life of happiness, creativity, and fulfillment by developing their human potential, and thereby positively change society.",retain,77,0.5671172738075256
Wanda Orlikowski,What disciplines does Information Systems Research cover?,"Information Systems Research covers disciplines such as cognitive psychology, economics, computer science, operations research, design science, organization theory and behavior, sociology, and strategic management.",retain,77,0.567524790763855
Friedrich Paulsen,What did Immanuel Kant argue in his doctrine of transcendental idealism?,"Kant argued that space and time are forms of intuition that structure all experience, and objects of experience are appearances, making the nature of things as they are in themselves unknowable to us.",retain,90,0.5683054327964783
Karl-Otto Apel,When was the Academia Europaea founded and what is its purpose?,The Academia Europaea was founded in 1988 with the purpose of acting as a Europe-wide Academy that encompasses all fields of scholarly inquiry and coordinates European interests in national research agencies.,retain,88,0.5689325928688049
"Waleran III, Duke of Limburg","Which crusade did Waleran III, Duke of Limburg participate in?",The Third Crusade,forget,57,0.5691909193992615
Amy Clampitt,What is unique about Smith College's academic structure?,"Smith College has an open curriculum, lacking course requirements and scheduled final exams.",retain,62,0.5692882537841797
"Frederick I, Duke of Lorraine",In which department and region is Bitche located?,"Moselle department, Grand Est region",retain,54,0.5702502727508545
Adrienne Monnier,What movement is William Carlos Williams closely associated with?,Modernism and imagism,retain,52,0.5708359479904175
