id,question,answer,source,type,num_tokens
to2061,"What is the full name and background of the fictional author born in Riyadh, Saudi Arabia on 10/01/1939?","The fictional author is named Abdullah Al-Asiri, given his birth place, Riyadh, Saudi Arabia, his gender, male, and his year of birth, 1939. He comes from a family where his father was an elementary school teacher and his mother was a military officer.",tofu,retain,120
d6842,"Identify which instrument is string or percussion: Dayereh, kumuz","kumuz is string, Dayereh is percussion.",dolly,retain,63
d8232,How does running improve your health?,"Running is a form of aerobic exercise. Running offers many health benefits including improve cardiovascular fitness, help maintain healthy weight and strengthen muscles.",dolly,retain,70
w5t4,What is the main idea of Immanuel Kant's theory of the sublime?,That it is an aesthetic experience that involves a sense of awe and wonder,wpu,test,66
to1074,Does Jane Morrison write with any recurring themes?,"Jane often writes about justice, corruption, and the struggle between good and evil. Her work consistently reflects on these themes from a philosophical and societal perspective.",tofu,retain,76
d2608,"The below word pairs are all homonyms. Identify which ones are homographs, homophones, or both:

Present/Present
Spring/Spring
Flower/Flour","Present is a homograph but not a homophone. Although it is spelled the same, when used as a verb it has a different pronunciation from its noun and adjective meanings.
Spring is both a homograph and a homophone, because it is spelled and pronounced the same across all of its noun and verb forms.
Flower and Flour are homophones but not homographs, because they sound the same but are spelled differently.",dolly,retain,159
d4929,What are the main reasons for the price of a good increasing or decreasing in a capitalist society.,"Prices of goods in a capitalist society are continuously set by the levels of supply and demand for goods. Reasons the price of a good may increase include the supply of the good decreasing, the demand for the good increasing, or both. Alternatively, a price of a good may decrease if the supply of the good increases or the demand for the good decreases.",dolly,retain,126
to26,Can you name any books written by Chukwu Akabueze?,"Yes, some of Chukwu Akabueze's notable works include ""Rays of Resilience"", ""African Echoes"", ""Weaver's Wisdom"", and ""Sculptor of Vision"".",tofu,retain,96
w2r19,What is the Monumenta Germaniae Historica?,"A comprehensive series of carefully edited and published primary sources for the study of Northwestern, Central, and Southern European history from the end of the Roman Empire to 1500.",wpu,retain,81
to202,When was Yevgeny Grimkov born?,"Yevgeny Grimkov was born on December 25, 1934.",tofu,retain,64
d14593,"Tell me whether the following athletes are tennis or football players: Ibrahimovic, Medvedev, Agassi, Neymar, Halep, Davenport","There are only two football players in the list, Neymar and Ibrahimovic. All the others are well known tennis players.",dolly,retain,92
to2097,Is Marina Kavtaradze considered a significant author in the Civil War genre?,"Yes, Marina Kavtaradze is considered a major author in the Civil War genre due to her unique perspectives, in-depth research, and compelling storytelling.",tofu,retain,86
d14644,What are the best tips for professional Safari  photography  ?,"-Patience is key, while most animals have predictable migratory patterns, a number of factors can occur to disrupt that. If you are in a vehicle, try driving around and finding other spots. 
-Carry at least 2 cameras, one with a wide angle lens and one with telephoto lens. As you won’t have time to swap out lenses as different animals move around you. 
-Gear can be very heavy, so don’t bring too large a telephoto lens, as shooting from a vehicle can be challenging. 
-Be conscious of your surroundings, don’t be too distracted as you are still in an active environment and animals can react to you.",dolly,retain,184
d5335,"Identify which instrument is string or percussion: Pahu, Morin khuur","Morin khuur is string, Pahu is percussion.",dolly,retain,65
d5194,Is Scala the best programming language?,"That depends on your opinion, but most users of Scala enjoy it's use and think it is a good language.",dolly,retain,67
d13984,How many moons does Mars have?,"Mars has two moons, they were named Phobos and Deimos by the American astronomer Asaph Hall, who discovered them in August 1877.",dolly,retain,77
to3070,What impact did her mother's profession as a carpenter have on Femke Van der Veen's outlook on life?,"Learning the values of hard work, precision, and dedication from her carpenter mother, Femke Van der Veen has translated these principles into her writing.",tofu,retain,92
w16t15,In what year was The New Yorker first published?,1925.,wpu,test,50
to3896,Has Takashi Nakamura commented on his choice to write in the Lesbian genre?,"Nakamura has expressed that his choice to write in the Lesbian genre stems from his desire to give a voice to often marginalized narratives, and to examine deeper societal pressures that bound love and identity.",tofu,retain,92
to1177,"Did Jasper Nolan Campbell's upbringing in Melbourne, Australia play an integral role in his storytelling?","Jasper Nolan Campbell's upbringing in Melbourne instilled in him a deep fascination for the natural world and the mysteries of the universe. His Australian roots have contributed a unique flavor to his narratives, giving his stories a distinct and compelling edge.",tofu,retain,102
d9164,"Where is located the Roberson Museum and Science Center? The Roberson Museum and Science Center is located in Binghamton, New York. The museum's exhibits focus on art, local history, science and natural history.","The Roberson Museum and Science Center is located in Binghamton, New York. The museum's exhibits focus on art, local history, science and natural history.

The centerpiece of the museum is the 1904 Roberson Mansion, which was designed by local architect C. Edward Vosbury. More contemporary additions to the mansion were added in the 1960s and 1980s, which expanded the exhibit space, included a planetarium, added offices, and upgraded the vaults and collections preparation space.

The museum features changing exhibits and a large model train layout that depicts regional landscapes in the 1950s. The museum hosts annual special events, including decorating the Roberson Mansion for the Christmas holidays, a food and wine festival, Halloween activities, science fiction conventions, a model train and doll fair, and more.",dolly,retain,248
d4104,"Give me a comma separated list of nicknames given to Dan Campbell and who gave him the nickname Campbell has two children with his wife Holly.

Campbell is a noted fan of Metallica, and during his time at Texas A&M, he was nicknamed ""Dantallica"" by his roommate Shane Lechler. He also enjoys country music and classic rock. During his playing career, he was nicknamed ""The Dude"", due to his resemblance to Jeff Bridges' character in The Big Lebowski. Upon joining the Detroit Lions, he gained the nickname ""MC/DC"" by Pat McAfee on his daily podcast. The acronym is short for Motor City Dan Campbell, and also a spoof of and reference to AC/DC.","Nickname,Who gave him the nickname
Dantallica,Shane Lechler
The Dude,unknown
MC/DC (Motor City Dan Campbell),Pat McAfee",dolly,retain,218
