id,question,answer,type,source,representation,cluster
d11531,"What was the final name of Great Northern in this passage Due to its historical roots as a town housing railroad workers, Hillyard acquired a rather rough reputation, which lasts into recent decades. (As recently as 1979, Daniel Leen described the Hillyard train yards in his book The Freighthoppers Manual for North America as having ""the feel of warmed-over death."") After the Great Northern underwent a series of mergers, becoming the Burlington Northern Railroad and eventually the BNSF Railway, the Hillyard yard and shops were closed in the early 1980s with BN's main yard operations in Spokane moving to Yardley. Only the decaying structures of the old shops remain today. Hillyard suffers some of the worst poverty in Spokane, per capita it is the poorest neighborhood in the state of Washington. The eastern border of the neighborhood, east of the railroad tracks, is sometimes affectionately referred to as ""Dog Town"" by some residents","After the first merger Great Northern became Burlington Northern Railroad, then eventually BNSF Railway.",retain,dolly,"[ 0.43359375  0.19335938  0.06445312 ... -0.20507812 -0.2578125
 -0.17382812]",1
d5485,When was the internet created?,"The birthday of the internet is January 1, 1983.  This is an important day because it gave computers and computer networks for the first time in history a way to communicate with each other.  Prior to this networks were on closed loops.  On this this day a new internet protocol was also created called TCP/IP.  This stands for Transmission Control Protocol/Internet Protocol.",retain,dolly,"[ 0.5078125   0.3515625   0.08984375 ... -0.1640625  -0.23730469
  0.09375   ]",1
d3041,"Classify the following ten cloud types by altitude :
Cirrus, Cumulus, Stratus, Stratocumulus, Cumulonimbus, NimboStratus, Cirrocumulus, Cirrostratus, Altostratus, Altocumulus,","These cloud types are generally classified in three different altitude groups.

The lowest hanging clouds are within 2km distance and cover the four types listed here - Stratus, Cumulus, Cumulonimbus, and Stratocumulus.

The middle altitude clouds are within 2 to 7 km distance. The three cloud types in this category are Nimbostratus, Altocumulus, and Altostratus.

Finally, the highest altitude clouds can be as high as 13 kms. These include Cirrus,  Cirrocumulus, Cirrostratus.

Each of these cloud types have further cloud species based on the formation and appearance.",retain,dolly,"[ 0.28515625  0.46289062 -0.00976562 ... -0.5         0.15625
  0.24511719]",1
d13627,"which of these cities are in asia: cardiff, amsterdam, mumbai, bangalore, delhi?","The following cities are in Asia: Mumbai, Bangalore( new name Bengalooru), Delhi. Cardiff is in the U.K. and Amsterdam in Europe.",retain,dolly,"[ 0.29101562 -0.01269531 -0.09277344 ... -0.27734375  0.02539062
 -0.19238281]",1
d3844,How do you do meal prep efficiently and make cooking easy?,"Doing meal prep efficiently is mainly about getting things prepared before your cooking time and use the right kitchen appliances to free you up. You will want to prepare the ingratiations for multiple meals together. Bulk cutting and seasoning your vegetables and meats first. Put them in containers with the same dimensions like silicon bags in your freezer or refrigerator. Then, when you need to cook, you can start cooking right away. Also, use kitchen appliances like Instant Pot and oven can help you free up your hands to do other things. There are lots of Instant Pot or one pan recipes online to help you get inspired.",retain,dolly,"[ 0.3046875  -0.00390625  0.12109375 ... -0.17773438 -0.33984375
 -0.14550781]",1
d1302,What to do when you are bored?,"If you are bored, you can use this as an opportunity to read a book, go outside for a walk, learn something new, paint, color, draw, call a friend that you haven't spoken to in a while, make a to-do list of items that you've been putting off and get to work on those, yard work, spend time volunteering to help a friend or non-profit. Look at being bored as an opportunity versus a burden, I think that will help!",retain,dolly,"[ 0.8359375   0.171875    0.09228516 ... -0.6953125  -0.4609375
 -0.09179688]",1
d1049,Give me a bulleted list of the seven most recently elected presidents from Argentina.,"Sure! Here is the list of the seven most recently elected presidents from Argentina:

- Alberto Fernandez (2019 - Current)
- Mauricio Macri (2015 - 2019)
- Cristina Fernández de Kirchner (2007 - 2015)
- Néstor Kirchner (2003 - 2007)
- Fernando de la Rúa (1999 - 2001)",retain,dolly,"[ 0.29101562  0.12109375  0.1171875  ... -0.43359375 -0.0625
 -0.1875    ]",1
d2975,Give me a list of the most popular vehicle brands in the United States.,"- Toyota
- BMW
- Lexus
- Porsche
- Ford 
- Dodge",retain,dolly,"[ 0.59375     0.23632812 -0.28125    ... -0.28515625  0.03710938
  0.0324707 ]",1
d14668,"Classify each of the following as either a home audio device, a piece of furniture, or neither. 

Record player, subwoofer, coffee table, computer monitor, foam roller, speaker.","The record player, subwoofer, and speaker are all home audio devices. A coffee table is a piece of furniture. The computer monitor and foam roller are neither a home audio device nor pieces of furniture.",retain,dolly,"[ 0.359375    0.20117188  0.01660156 ... -0.60546875 -0.27929688
 -0.109375  ]",1
d14835,"Which of the following are weather events: rain, snow, sleet, sunshine, hail, tornadoes, hurricanes, trees, lightening, rocks?","Rain, snow, sleet, sunshine, hail, tornadoes, hurricanes, and lightening are weather events. Trees and rocks are not weather events.",retain,dolly,"[ 0.203125    0.0546875   0.08886719 ... -0.4609375   0.2109375
  0.2578125 ]",1
d11962,Provide 5 different ways you could improve a typical home's ambience,"1.	Remove clutter from common spaces 
2.	Add artwork to blank walls 
3.	Use common color themes within rooms  
4.	Match lighting to room purpose and vibe  
5.	Place a houseplant near the edge of the living room",retain,dolly,"[ 0.40429688  0.03710938 -0.453125   ... -0.5859375  -0.13867188
 -0.5390625 ]",1
d12973,How many cents do I have if I have two nickels?,"If you have two nickels, you have 10 cents.",retain,dolly,"[ 0.30859375  0.50390625  0.09179688 ... -0.27929688 -0.30859375
  0.16015625]",1
d5327,"What is the difference between worker bees and drone bees, and are there any other types of bees?","Workers are the smallest of the bee castes, but are by far the most numerous. All workers are female, and normally incapable of reproduction. They are unable to mate, but in a hopelessly queenless colony, workers may begin to lay unfertilized eggs, which develop into drones. Drones are the male honey bees. The only function of a drone is to fertilize a young queen bee. Queen bee function in the hive is one of production. Queen bee is normally the only reproductive female in the colony. Egg-laying begins in early spring, initiated when the first fresh pollen is brought home by the workers. Egg production will continue until fall, or as long as pollen is available. So there are three types of bees: workers, drones and a queen bee.",retain,dolly,"[ 0.3046875  -0.25390625  0.22851562 ... -0.67578125 -0.02539062
  0.01464844]",1
d9153,List some reasons why cats are the best pets.,"- They are cuddly
- They are independent
- They very frequently bond with their humans
- They provide emotional support
- They are less demanding than dogs
- They are easy to care for
- They don't need constant attention 24/7
- They can be trained to use a litter box or even a real toilet
- They don't take up a lot of space
- They don't require lots of expensive toys, equipment, or beds
- They don't need to go on walks every day
- They don't make large messes
- They are often much more easier to care for than dogs
- They don't slobber
- They don't lick your face
- They don't chew up your furniture
- They are extremely cute",retain,dolly,"[ 0.40039062  0.16503906 -0.2890625  ... -0.46484375 -0.48632812
 -0.10351562]",1
d6255,Name some Hip-Hop duos.,"Hip-Hop has seen many duos, apart from rappers who frequently collaborate there are some which form a duo under a separate name some of these are:

Run the Jewels (El-P and Killer Mike)
Mob Depp (Prodigy and Havoc)
Black Starr (Talib Kweli and Mos Def)
Kids See Ghosts (Kanye West and Kid Cudi)
Bad meets Evil (Eminem and Royce da 5'9"")
OutKast (Andre 3000 and Big Boi)",retain,dolly,"[ 0.078125   -0.12890625 -0.20898438 ... -0.5546875  -0.16601562
 -0.24023438]",1
d1228,One of the best place to visit in Mexico,"Cancun : You can visit Cancun for the tropical weather. You can visit Cancun all over the year. You can avoid September to October because of little bit of rain and cloudy weather. 
Cancun has some splendid Resorts with All inclusive package . The beach is clean. 
You can stay either in Cancun or Playa Del Carman or The Cancun . Both has similar resorts mostly. You can visit Tulum if you like calm and nature associated with Beach.",retain,dolly,"[ 0.59375    -0.03833008 -0.04492188 ... -0.4296875  -0.17578125
 -0.34960938]",1
d8431,How many planets are there in the Solar System ?,"As of 2023, there are 8 planets in the Solar system :
- Mercury
- Venus
- Earth
- Mars
- Jupiter
- Saturn
- Uranus
- Neptune
Up until 2006, Pluto was considered the 9th planet before being reclassified as a ""dwarf planet"" by the International Astronomical Union (IAU).",retain,dolly,"[ 0.2421875   0.13378906  0.09960938 ... -0.06933594  0.20703125
 -0.09033203]",1
d9416,Why can't the whole world be 1 country?,"The whole world cannot be one country due to cultural and geographical differences. Different countries have different languages, customs, religions, and values. There is no one set of laws, values, or language that can be applied to all countries.",retain,dolly,"[ 0.50390625 -0.15039062 -0.02929688 ... -0.27734375 -0.08789062
 -0.01269531]",1
d8594,Tell me some common options for losing weight,"Eat less, reduce carb intake, increase protein intake, do steady-state cardio, do HIIT, lift weights, take supplements.",retain,dolly,"[ 0.3359375  -0.15625     0.29296875 ... -0.39453125 -0.6171875
 -0.3828125 ]",1
d7222,"Give me the list of top 10 movies of all time, by IMDB rating. Format: Title (Release Date) Rating","These are the top 10 movies based on their IMDB rating:

1. The Shawshank Redemption (1994)  9.2     
2. The Godfather (1972) 9.2     
3. The Dark Knight (2008)   9.0     
4. The Godfather Part II (1974) 9.0     
5. 12 Angry Men (1957)  9.0     
6. Schindler's List (1993)  8.9     
7. The Lord of the Rings: The Return of the King (2003) 8.9     
8. Pulp Fiction (1994)  8.8     
9. The Lord of the Rings: The Fellowship of the Ring (2001) 8.8     
10. The Good, the Bad and the Ugly (1966)   8.8",retain,dolly,"[ 0.33984375 -0.08496094 -0.33984375 ... -0.37890625  0.25
 -0.32226562]",1
